Building,Time,Weekday,Student_Count_Building
Ubcmns,16:15,Wednesday,11
Wilkeson,16:15,Wednesday,25
Academ,16:30,Monday,70
Alfier,16:30,Monday,125
Alumni,16:30,Monday,59
Baird,16:30,Monday,30
Baldy,16:30,Monday,226
Bell,16:30,Monday,24
Bonner,16:30,Monday,14
CFA,16:30,Monday,83
Capen,16:30,Monday,93
Cfa,16:30,Monday,95
Clemen,16:30,Monday,106
Cooke,16:30,Monday,280
Davis,16:30,Monday,23
Frnczk,16:30,Monday,166
Grein,16:30,Monday,18
Hoch,16:30,Monday,72
Jacobs,16:30,Monday,190
Jarvis,16:30,Monday,10
Knox,16:30,Monday,305
Norton,16:30,Monday,205
Nsc,16:30,Monday,916
Obrian,16:30,Monday,192
Park,16:30,Monday,78
Slee,16:30,Monday,8
Talbrt,16:30,Monday,92
Ubcmns,16:30,Monday,13
Wilkeson,16:30,Monday,8
Academ,16:30,Thursday,105
Alfier,16:30,Thursday,62
Alumni,16:30,Thursday,75
Baldy,16:30,Thursday,353
Bell,16:30,Thursday,69
CFA,16:30,Thursday,64
Capen,16:30,Thursday,138
Cfa,16:30,Thursday,97
Clemen,16:30,Thursday,256
Cooke,16:30,Thursday,215
Davis,16:30,Thursday,10
Frnczk,16:30,Thursday,114
Furnas,16:30,Thursday,87
Hoch,16:30,Thursday,128
Jacobs,16:30,Thursday,262
Ketter,16:30,Thursday,6
Knox,16:30,Thursday,388
Math,16:30,Thursday,10
Norton,16:30,Thursday,106
Nsc,16:30,Thursday,1147
Obrian,16:30,Thursday,181
Park,16:30,Thursday,80
Slee,16:30,Thursday,42
Spaulding,16:30,Thursday,23
Talbrt,16:30,Thursday,211
Wilkeson,16:30,Thursday,29
Academ,16:30,Tuesday,155
Alfier,16:30,Tuesday,62
Alumni,16:30,Tuesday,75
Baird,16:30,Tuesday,12
Baldy,16:30,Tuesday,334
Bell,16:30,Tuesday,34
CFA,16:30,Tuesday,70
Capen,16:30,Tuesday,153
Cfa,16:30,Tuesday,58
Clemen,16:30,Tuesday,377
Cooke,16:30,Tuesday,207
Frnczk,16:30,Tuesday,183
Furnas,16:30,Tuesday,77
Grein,16:30,Tuesday,18
Hoch,16:30,Tuesday,203
Jacobs,16:30,Tuesday,204
Jarvis,16:30,Tuesday,10
Knox,16:30,Tuesday,388
Norton,16:30,Tuesday,93
Nsc,16:30,Tuesday,1116
Obrian,16:30,Tuesday,184
Park,16:30,Tuesday,132
Slee,16:30,Tuesday,42
Spaulding,16:30,Tuesday,24
Talbrt,16:30,Tuesday,211
Wilkeson,16:30,Tuesday,6
Academ,16:30,Wednesday,12
Alfier,16:30,Wednesday,134
Alumni,16:30,Wednesday,42
Baird,16:30,Wednesday,39
Baldy,16:30,Wednesday,318
Bell,16:30,Wednesday,34
CFA,16:30,Wednesday,73
Capen,16:30,Wednesday,152
Cfa,16:30,Wednesday,67
Clemen,16:30,Wednesday,159
Cooke,16:30,Wednesday,321
Davis,16:30,Wednesday,23
Frnczk,16:30,Wednesday,165
Furnas,16:30,Wednesday,61
Hoch,16:30,Wednesday,183
Jacobs,16:30,Wednesday,214
Knox,16:30,Wednesday,295
Norton,16:30,Wednesday,149
Nsc,16:30,Wednesday,924
Obrian,16:30,Wednesday,286
Park,16:30,Wednesday,89
Spaulding,16:30,Wednesday,30
Talbrt,16:30,Wednesday,73
Ubcmns,16:30,Wednesday,11
Wilkeson,16:30,Wednesday,25
Academ,16:45,Monday,38
Alfier,16:45,Monday,21
Alumni,16:45,Monday,7
Baird,16:45,Monday,30
Baldy,16:45,Monday,90
Bell,16:45,Monday,11
CFA,16:45,Monday,83
Capen,16:45,Monday,27
Cfa,16:45,Monday,59
Clemen,16:45,Monday,25
Cooke,16:45,Monday,28
Frnczk,16:45,Monday,38
Hoch,16:45,Monday,48
Knox,16:45,Monday,30
Norton,16:45,Monday,127
Nsc,16:45,Monday,171
Obrian,16:45,Monday,35
Park,16:45,Monday,5
Slee,16:45,Monday,8
Talbrt,16:45,Monday,41
Wilkeson,16:45,Monday,8
Academ,16:45,Tuesday,8
Baird,16:45,Tuesday,12
Baldy,16:45,Tuesday,225
Bell,16:45,Tuesday,34
CFA,16:45,Tuesday,70
Capen,16:45,Tuesday,53
Cfa,16:45,Tuesday,58
Clemen,16:45,Tuesday,82
Cooke,16:45,Tuesday,35
Frnczk,16:45,Tuesday,13
Furnas,16:45,Tuesday,22
Grein,16:45,Tuesday,18
Hoch,16:45,Tuesday,73
Jacobs,16:45,Tuesday,21
Knox,16:45,Tuesday,32
Norton,16:45,Tuesday,59
Obrian,16:45,Tuesday,31
Park,16:45,Tuesday,39
Slee,16:45,Tuesday,42
Academ,16:45,Wednesday,12
Alumni,16:45,Wednesday,7
Baird,16:45,Wednesday,39
Baldy,16:45,Wednesday,123
Bell,16:45,Wednesday,19
CFA,16:45,Wednesday,68
Capen,16:45,Wednesday,40
Cfa,16:45,Wednesday,58
Clemen,16:45,Wednesday,53
Cooke,16:45,Wednesday,10
Frnczk,16:45,Wednesday,58
Furnas,16:45,Wednesday,23
Hoch,16:45,Wednesday,48
Norton,16:45,Wednesday,91
Nsc,16:45,Wednesday,171
Obrian,16:45,Wednesday,75
Park,16:45,Wednesday,75
Talbrt,16:45,Wednesday,41
Ubcmns,16:45,Wednesday,11
Academ,17:00,Monday,127
Alfier,17:00,Monday,21
Alumni,17:00,Monday,7
Baird,17:00,Monday,1
Baldy,17:00,Monday,147
Bell,17:00,Monday,28
CFA,17:00,Monday,83
Capen,17:00,Monday,122
Cfa,17:00,Monday,59
Clemen,17:00,Monday,37
Cooke,17:00,Monday,100
Davis,17:00,Monday,20
Frnczk,17:00,Monday,188
Furnas,17:00,Monday,8
Hoch,17:00,Monday,48
Jacobs,17:00,Monday,216
Ketter,17:00,Monday,4
Knox,17:00,Monday,155
Norton,17:00,Monday,156
Nsc,17:00,Monday,291
Obrian,17:00,Monday,169
Park,17:00,Monday,55
Slee,17:00,Monday,8
Talbrt,17:00,Monday,113
Wilkeson,17:00,Monday,8
Academ,17:00,Thursday,32
Alfier,17:00,Thursday,35
Alumni,17:00,Thursday,26
Baldy,17:00,Thursday,333
Bell,17:00,Thursday,87
CFA,17:00,Thursday,64
Capen,17:00,Thursday,92
Cfa,17:00,Thursday,97
Clemen,17:00,Thursday,62
Cooke,17:00,Thursday,98
Davis,17:00,Thursday,43
Frnczk,17:00,Thursday,71
Furnas,17:00,Thursday,67
Hayes,17:00,Thursday,14
Hoch,17:00,Thursday,88
Jacobs,17:00,Thursday,176
Ketter,17:00,Thursday,6
Knox,17:00,Thursday,357
Math,17:00,Thursday,14
Norton,17:00,Thursday,99
Nsc,17:00,Thursday,533
Obrian,17:00,Thursday,29
Park,17:00,Thursday,106
Slee,17:00,Thursday,42
Spaulding,17:00,Thursday,16
Talbrt,17:00,Thursday,129
Academ,17:00,Tuesday,40
Alfier,17:00,Tuesday,35
Alumni,17:00,Tuesday,12
Baird,17:00,Tuesday,12
Baldy,17:00,Tuesday,328
Bell,17:00,Tuesday,67
CFA,17:00,Tuesday,70
Capen,17:00,Tuesday,135
Cfa,17:00,Tuesday,80
Clemen,17:00,Tuesday,175
Cooke,17:00,Tuesday,99
Davis,17:00,Tuesday,43
Frnczk,17:00,Tuesday,78
Furnas,17:00,Tuesday,47
Grein,17:00,Tuesday,18
Hayes,17:00,Tuesday,14
Hoch,17:00,Tuesday,172
Jacobs,17:00,Tuesday,118
Jarvis,17:00,Tuesday,21
Knox,17:00,Tuesday,378
Math,17:00,Tuesday,23
Norton,17:00,Tuesday,72
Nsc,17:00,Tuesday,533
Obrian,17:00,Tuesday,96
Park,17:00,Tuesday,83
Slee,17:00,Tuesday,42
Talbrt,17:00,Tuesday,137
Academ,17:00,Wednesday,12
Alfier,17:00,Wednesday,25
Alumni,17:00,Wednesday,7
Baird,17:00,Wednesday,10
Baldy,17:00,Wednesday,193
CFA,17:00,Wednesday,68
Capen,17:00,Wednesday,165
Cfa,17:00,Wednesday,58
Clemen,17:00,Wednesday,128
Cooke,17:00,Wednesday,81
Davis,17:00,Wednesday,15
Frnczk,17:00,Wednesday,117
Furnas,17:00,Wednesday,71
Hoch,17:00,Wednesday,48
Jacobs,17:00,Wednesday,252
Ketter,17:00,Wednesday,9
Knox,17:00,Wednesday,125
Norton,17:00,Wednesday,206
Nsc,17:00,Wednesday,291
Obrian,17:00,Wednesday,141
Park,17:00,Wednesday,85
Talbrt,17:00,Wednesday,83
Ubcmns,17:00,Wednesday,11
Wilkeson,17:00,Wednesday,13
Academ,17:15,Monday,124
Alfier,17:15,Monday,21
Baird,17:15,Monday,1
Baldy,17:15,Monday,135
Bell,17:15,Monday,28
CFA,17:15,Monday,83
Capen,17:15,Monday,122
Cfa,17:15,Monday,59
Clemen,17:15,Monday,26
Cooke,17:15,Monday,120
Davis,17:15,Monday,20
Frnczk,17:15,Monday,188
Furnas,17:15,Monday,8
Hoch,17:15,Monday,48
Jacobs,17:15,Monday,216
Ketter,17:15,Monday,4
Knox,17:15,Monday,155
Norton,17:15,Monday,77
Nsc,17:15,Monday,180
Obrian,17:15,Monday,144
Park,17:15,Monday,55
Slee,17:15,Monday,8
Talbrt,17:15,Monday,113
Wilkeson,17:15,Monday,8
Academ,17:15,Thursday,32
Alfier,17:15,Thursday,35
Alumni,17:15,Thursday,26
Baldy,17:15,Thursday,269
Bell,17:15,Thursday,87
CFA,17:15,Thursday,64
Capen,17:15,Thursday,92
Cfa,17:15,Thursday,97
Clemen,17:15,Thursday,62
Cooke,17:15,Thursday,122
Davis,17:15,Thursday,43
Frnczk,17:15,Thursday,71
Furnas,17:15,Thursday,67
Hayes,17:15,Thursday,14
Hoch,17:15,Thursday,88
Jacobs,17:15,Thursday,155
Ketter,17:15,Thursday,6
Knox,17:15,Thursday,325
Math,17:15,Thursday,14
Norton,17:15,Thursday,99
Nsc,17:15,Thursday,533
Obrian,17:15,Thursday,29
Park,17:15,Thursday,106
Slee,17:15,Thursday,42
Spaulding,17:15,Thursday,16
Talbrt,17:15,Thursday,129
Academ,17:15,Tuesday,40
Alfier,17:15,Tuesday,35
Alumni,17:15,Tuesday,12
Baird,17:15,Tuesday,12
Baldy,17:15,Tuesday,264
Bell,17:15,Tuesday,67
CFA,17:15,Tuesday,70
Capen,17:15,Tuesday,135
Cfa,17:15,Tuesday,80
Clemen,17:15,Tuesday,175
Cooke,17:15,Tuesday,123
Davis,17:15,Tuesday,43
Frnczk,17:15,Tuesday,78
Furnas,17:15,Tuesday,47
Grein,17:15,Tuesday,18
Hayes,17:15,Tuesday,14
Hoch,17:15,Tuesday,172
Jacobs,17:15,Tuesday,97
Jarvis,17:15,Tuesday,21
Knox,17:15,Tuesday,346
Math,17:15,Tuesday,23
Norton,17:15,Tuesday,72
Nsc,17:15,Tuesday,533
Obrian,17:15,Tuesday,96
Park,17:15,Tuesday,83
Slee,17:15,Tuesday,42
Talbrt,17:15,Tuesday,137
Academ,17:15,Wednesday,9
Alfier,17:15,Wednesday,25
Baird,17:15,Wednesday,10
Baldy,17:15,Wednesday,181
CFA,17:15,Wednesday,68
Capen,17:15,Wednesday,165
Cfa,17:15,Wednesday,58
Clemen,17:15,Wednesday,117
Cooke,17:15,Wednesday,125
Davis,17:15,Wednesday,15
Frnczk,17:15,Wednesday,117
Furnas,17:15,Wednesday,48
Hoch,17:15,Wednesday,48
Jacobs,17:15,Wednesday,252
Ketter,17:15,Wednesday,9
Knox,17:15,Wednesday,125
Norton,17:15,Wednesday,127
Nsc,17:15,Wednesday,180
Obrian,17:15,Wednesday,116
Park,17:15,Wednesday,85
Talbrt,17:15,Wednesday,83
Ubcmns,17:15,Wednesday,11
Wilkeson,17:15,Wednesday,13
Academ,17:30,Monday,124
Alfier,17:30,Monday,21
Baird,17:30,Monday,1
Baldy,17:30,Monday,135
Bell,17:30,Monday,28
CFA,17:30,Monday,83
Capen,17:30,Monday,122
Cfa,17:30,Monday,59
Clemen,17:30,Monday,26
Cooke,17:30,Monday,120
Davis,17:30,Monday,20
Frnczk,17:30,Monday,188
Furnas,17:30,Monday,8
Hoch,17:30,Monday,48
Jacobs,17:30,Monday,266
Ketter,17:30,Monday,4
Knox,17:30,Monday,155
Norton,17:30,Monday,77
Nsc,17:30,Monday,180
Obrian,17:30,Monday,159
Park,17:30,Monday,55
Talbrt,17:30,Monday,113
Wilkeson,17:30,Monday,8
Academ,17:30,Thursday,32
Alfier,17:30,Thursday,35
Alumni,17:30,Thursday,26
Baldy,17:30,Thursday,294
Bell,17:30,Thursday,87
CFA,17:30,Thursday,64
Capen,17:30,Thursday,92
Cfa,17:30,Thursday,97
Clemen,17:30,Thursday,62
Cooke,17:30,Thursday,170
Davis,17:30,Thursday,43
Frnczk,17:30,Thursday,71
Furnas,17:30,Thursday,67
Hayes,17:30,Thursday,14
Hoch,17:30,Thursday,88
Jacobs,17:30,Thursday,186
Ketter,17:30,Thursday,6
Knox,17:30,Thursday,452
Math,17:30,Thursday,14
Norton,17:30,Thursday,99
Nsc,17:30,Thursday,533
Obrian,17:30,Thursday,50
Park,17:30,Thursday,106
Slee,17:30,Thursday,42
Spaulding,17:30,Thursday,16
Talbrt,17:30,Thursday,129
Academ,17:30,Tuesday,40
Alfier,17:30,Tuesday,35
Alumni,17:30,Tuesday,32
Baird,17:30,Tuesday,12
Baldy,17:30,Tuesday,289
Bell,17:30,Tuesday,67
CFA,17:30,Tuesday,76
Capen,17:30,Tuesday,135
Cfa,17:30,Tuesday,80
Clemen,17:30,Tuesday,175
Cooke,17:30,Tuesday,123
Davis,17:30,Tuesday,43
Frnczk,17:30,Tuesday,78
Furnas,17:30,Tuesday,47
Grein,17:30,Tuesday,18
Hayes,17:30,Tuesday,14
Hoch,17:30,Tuesday,172
Jacobs,17:30,Tuesday,128
Jarvis,17:30,Tuesday,21
Knox,17:30,Tuesday,473
Math,17:30,Tuesday,23
Norton,17:30,Tuesday,72
Nsc,17:30,Tuesday,612
Obrian,17:30,Tuesday,101
Park,17:30,Tuesday,83
Slee,17:30,Tuesday,42
Talbrt,17:30,Tuesday,137
Academ,17:30,Wednesday,9
Alfier,17:30,Wednesday,25
Alumni,17:30,Wednesday,22
Baird,17:30,Wednesday,10
Baldy,17:30,Wednesday,181
CFA,17:30,Wednesday,68
Capen,17:30,Wednesday,165
Cfa,17:30,Wednesday,58
Clemen,17:30,Wednesday,117
Cooke,17:30,Wednesday,125
Davis,17:30,Wednesday,15
Frnczk,17:30,Wednesday,117
Furnas,17:30,Wednesday,48
Hoch,17:30,Wednesday,48
Jacobs,17:30,Wednesday,252
Ketter,17:30,Wednesday,9
Knox,17:30,Wednesday,125
Norton,17:30,Wednesday,127
Nsc,17:30,Wednesday,199
Obrian,17:30,Wednesday,139
Park,17:30,Wednesday,85
Talbrt,17:30,Wednesday,83
Ubcmns,17:30,Wednesday,11
Wilkeson,17:30,Wednesday,13
Academ,17:45,Monday,124
Alfier,17:45,Monday,21
Baldy,17:45,Monday,92
Bell,17:45,Monday,11
CFA,17:45,Monday,15
Capen,17:45,Monday,68
Cfa,17:45,Monday,21
Clemen,17:45,Monday,26
Cooke,17:45,Monday,66
Frnczk,17:45,Monday,38
Furnas,17:45,Monday,8
Hoch,17:45,Monday,48
Jacobs,17:45,Monday,240
Ketter,17:45,Monday,4
Knox,17:45,Monday,155
Norton,17:45,Monday,48
Nsc,17:45,Monday,120
Obrian,17:45,Monday,159
Park,17:45,Monday,15
Talbrt,17:45,Monday,59
Wilkeson,17:45,Monday,8
Academ,17:45,Thursday,32
Alfier,17:45,Thursday,35
Baldy,17:45,Thursday,219
Bell,17:45,Thursday,87
Capen,17:45,Thursday,35
Cfa,17:45,Thursday,47
Clemen,17:45,Thursday,62
Cooke,17:45,Thursday,112
Davis,17:45,Thursday,43
Frnczk,17:45,Thursday,63
Furnas,17:45,Thursday,17
Hayes,17:45,Thursday,14
Hoch,17:45,Thursday,88
Jacobs,17:45,Thursday,186
Ketter,17:45,Thursday,6
Knox,17:45,Thursday,452
Math,17:45,Thursday,14
Norton,17:45,Thursday,50
Nsc,17:45,Thursday,533
Obrian,17:45,Thursday,50
Park,17:45,Thursday,10
Slee,17:45,Thursday,42
Spaulding,17:45,Thursday,16
Talbrt,17:45,Thursday,38
Academ,17:45,Tuesday,40
Alfier,17:45,Tuesday,35
Alumni,17:45,Tuesday,20
Baird,17:45,Tuesday,12
Baldy,17:45,Tuesday,243
Bell,17:45,Tuesday,67
CFA,17:45,Tuesday,12
Capen,17:45,Tuesday,64
Cfa,17:45,Tuesday,30
Clemen,17:45,Tuesday,151
Cooke,17:45,Tuesday,64
Davis,17:45,Tuesday,43
Frnczk,17:45,Tuesday,15
Furnas,17:45,Tuesday,25
Grein,17:45,Tuesday,18
Hayes,17:45,Tuesday,14
Hoch,17:45,Tuesday,148
Jacobs,17:45,Tuesday,128
Jarvis,17:45,Tuesday,21
Knox,17:45,Tuesday,452
Math,17:45,Tuesday,14
Norton,17:45,Tuesday,72
Nsc,17:45,Tuesday,612
Obrian,17:45,Tuesday,101
Park,17:45,Tuesday,68
Slee,17:45,Tuesday,42
Talbrt,17:45,Tuesday,38
Academ,17:45,Wednesday,9
Alumni,17:45,Wednesday,22
Baird,17:45,Wednesday,10
Baldy,17:45,Wednesday,137
Capen,17:45,Wednesday,40
Cfa,17:45,Wednesday,20
Clemen,17:45,Wednesday,86
Cooke,17:45,Wednesday,54
Frnczk,17:45,Wednesday,40
Furnas,17:45,Wednesday,18
Hoch,17:45,Wednesday,48
Jacobs,17:45,Wednesday,190
Ketter,17:45,Wednesday,9
Knox,17:45,Wednesday,125
Norton,17:45,Wednesday,40
Nsc,17:45,Wednesday,139
Obrian,17:45,Wednesday,139
Park,17:45,Wednesday,85
Talbrt,17:45,Wednesday,53
Wilkeson,17:45,Wednesday,13
Academ,18:00,Monday,143
Alfier,18:00,Monday,21
Alumni,18:00,Monday,44
Baldy,18:00,Monday,118
Bell,18:00,Monday,11
CFA,18:00,Monday,54
Capen,18:00,Monday,97
Cfa,18:00,Monday,85
Clemen,18:00,Monday,44
Cooke,18:00,Monday,110
Davis,18:00,Monday,16
Frnczk,18:00,Monday,121
Furnas,18:00,Monday,27
Hoch,18:00,Monday,70
Jacobs,18:00,Monday,240
Ketter,18:00,Monday,4
Knox,18:00,Monday,155
Norton,18:00,Monday,351
Nsc,18:00,Monday,417
Obrian,18:00,Monday,234
Park,18:00,Monday,46
Talbrt,18:00,Monday,94
Wilkeson,18:00,Monday,8
Academ,18:00,Thursday,32
Alfier,18:00,Thursday,35
Alumni,18:00,Thursday,7
Baldy,18:00,Thursday,219
Bell,18:00,Thursday,86
Capen,18:00,Thursday,38
Cfa,18:00,Thursday,47
Clemen,18:00,Thursday,62
Cooke,18:00,Thursday,147
Davis,18:00,Thursday,43
Frnczk,18:00,Thursday,103
Furnas,18:00,Thursday,17
Hayes,18:00,Thursday,14
Hoch,18:00,Thursday,110
Jacobs,18:00,Thursday,186
Ketter,18:00,Thursday,6
Knox,18:00,Thursday,452
Math,18:00,Thursday,14
Norton,18:00,Thursday,50
Nsc,18:00,Thursday,667
Obrian,18:00,Thursday,165
Park,18:00,Thursday,10
Spaulding,18:00,Thursday,16
Talbrt,18:00,Thursday,72
Academ,18:00,Tuesday,53
Alfier,18:00,Tuesday,35
Alumni,18:00,Tuesday,71
Baird,18:00,Tuesday,26
Baldy,18:00,Tuesday,283
Bell,18:00,Tuesday,60
CFA,18:00,Tuesday,12
Capen,18:00,Tuesday,81
Cfa,18:00,Tuesday,30
Clemen,18:00,Tuesday,197
Cooke,18:00,Tuesday,99
Davis,18:00,Tuesday,43
Frnczk,18:00,Tuesday,72
Furnas,18:00,Tuesday,25
Grein,18:00,Tuesday,18
Hayes,18:00,Tuesday,14
Hoch,18:00,Tuesday,172
Jacobs,18:00,Tuesday,154
Jarvis,18:00,Tuesday,21
Knox,18:00,Tuesday,452
Math,18:00,Tuesday,14
Norton,18:00,Tuesday,72
Nsc,18:00,Tuesday,733
Obrian,18:00,Tuesday,251
Park,18:00,Tuesday,68
Talbrt,18:00,Tuesday,72
Academ,18:00,Wednesday,26
Alumni,18:00,Wednesday,76
Baird,18:00,Wednesday,10
Baldy,18:00,Wednesday,207
CFA,18:00,Wednesday,39
Capen,18:00,Wednesday,53
Cfa,18:00,Wednesday,20
Clemen,18:00,Wednesday,86
Cooke,18:00,Wednesday,98
Frnczk,18:00,Wednesday,91
Furnas,18:00,Wednesday,40
Hoch,18:00,Wednesday,72
Jacobs,18:00,Wednesday,264
Ketter,18:00,Wednesday,9
Knox,18:00,Wednesday,125
Norton,18:00,Wednesday,314
Nsc,18:00,Wednesday,371
Obrian,18:00,Wednesday,212
Park,18:00,Wednesday,126
Talbrt,18:00,Wednesday,88
Wilkeson,18:00,Wednesday,13
Academ,18:15,Monday,143
Alfier,18:15,Monday,21
Alumni,18:15,Monday,44
Arr,18:15,Monday,29
Baldy,18:15,Monday,87
Bell,18:15,Monday,11
CFA,18:15,Monday,54
Capen,18:15,Monday,97
Cfa,18:15,Monday,85
Clemen,18:15,Monday,28
Cooke,18:15,Monday,110
Davis,18:15,Monday,16
Frnczk,18:15,Monday,92
Furnas,18:15,Monday,27
Hoch,18:15,Monday,46
Ketter,18:15,Monday,4
Knox,18:15,Monday,30
Norton,18:15,Monday,351
Nsc,18:15,Monday,309
Obrian,18:15,Monday,199
Park,18:15,Monday,36
Talbrt,18:15,Monday,82
Wilkeson,18:15,Monday,8
Academ,18:15,Tuesday,13
Alumni,18:15,Tuesday,71
Baird,18:15,Tuesday,26
Baldy,18:15,Tuesday,238
Bell,18:15,Tuesday,27
CFA,18:15,Tuesday,12
Capen,18:15,Tuesday,70
Cfa,18:15,Tuesday,30
Clemen,18:15,Tuesday,143
Cooke,18:15,Tuesday,59
Frnczk,18:15,Tuesday,57
Furnas,18:15,Tuesday,25
Grein,18:15,Tuesday,18
Hoch,18:15,Tuesday,60
Jacobs,18:15,Tuesday,57
Knox,18:15,Tuesday,127
Norton,18:15,Tuesday,59
Nsc,18:15,Tuesday,124
Obrian,18:15,Tuesday,218
Park,18:15,Tuesday,43
Talbrt,18:15,Tuesday,34
Academ,18:15,Wednesday,23
Alumni,18:15,Wednesday,76
Arr,18:15,Wednesday,29
Baird,18:15,Wednesday,10
Baldy,18:15,Wednesday,195
CFA,18:15,Wednesday,39
Capen,18:15,Wednesday,53
Cfa,18:15,Wednesday,20
Clemen,18:15,Wednesday,36
Cooke,18:15,Wednesday,98
Frnczk,18:15,Wednesday,62
Furnas,18:15,Wednesday,40
Hoch,18:15,Wednesday,48
Jacobs,18:15,Wednesday,74
Ketter,18:15,Wednesday,9
Norton,18:15,Wednesday,314
Nsc,18:15,Wednesday,263
Obrian,18:15,Wednesday,177
Park,18:15,Wednesday,116
Talbrt,18:15,Wednesday,76
Academ,18:30,Monday,143
Alfier,18:30,Monday,111
Alumni,18:30,Monday,44
Arr,18:30,Monday,49
Baird,18:30,Monday,24
Baldy,18:30,Monday,105
Bell,18:30,Monday,11
CFA,18:30,Monday,54
Capen,18:30,Monday,97
Cfa,18:30,Monday,85
Clemen,18:30,Monday,109
Cooke,18:30,Monday,110
Davis,18:30,Monday,16
Frnczk,18:30,Monday,103
Furnas,18:30,Monday,27
Hoch,18:30,Monday,46
Jacobs,18:30,Monday,218
Ketter,18:30,Monday,4
Knox,18:30,Monday,98
Norton,18:30,Monday,357
Nsc,18:30,Monday,432
Obrian,18:30,Monday,199
Park,18:30,Monday,52
Talbrt,18:30,Monday,82
Wilkeson,18:30,Monday,8
Academ,18:30,Tuesday,13
Alfier,18:30,Tuesday,134
Alumni,18:30,Tuesday,71
Baird,18:30,Tuesday,26
Baldy,18:30,Tuesday,276
Bell,18:30,Tuesday,27
CFA,18:30,Tuesday,12
Capen,18:30,Tuesday,119
Cfa,18:30,Tuesday,30
Clemen,18:30,Tuesday,157
Cooke,18:30,Tuesday,117
Frnczk,18:30,Tuesday,72
Furnas,18:30,Tuesday,25
Grein,18:30,Tuesday,18
Hoch,18:30,Tuesday,60
Jacobs,18:30,Tuesday,195
Knox,18:30,Tuesday,127
Norton,18:30,Tuesday,224
Nsc,18:30,Tuesday,409
Obrian,18:30,Tuesday,218
Park,18:30,Tuesday,58
Slee,18:30,Tuesday,45
Talbrt,18:30,Tuesday,70
Wilkeson,18:30,Tuesday,19
Academ,18:30,Wednesday,23
Alfier,18:30,Wednesday,93
Alumni,18:30,Wednesday,76
Arr,18:30,Wednesday,50
Baird,18:30,Wednesday,76
Baldy,18:30,Wednesday,195
CFA,18:30,Wednesday,39
Capen,18:30,Wednesday,92
Cfa,18:30,Wednesday,20
Clemen,18:30,Wednesday,106
Cooke,18:30,Wednesday,88
Frnczk,18:30,Wednesday,62
Furnas,18:30,Wednesday,40
Hoch,18:30,Wednesday,48
Jacobs,18:30,Wednesday,237
Ketter,18:30,Wednesday,9
Knox,18:30,Wednesday,37
Norton,18:30,Wednesday,320
Nsc,18:30,Wednesday,386
Obrian,18:30,Wednesday,177
Park,18:30,Wednesday,119
Talbrt,18:30,Wednesday,76
Academ,18:45,Monday,108
Alfier,18:45,Monday,90
Alumni,18:45,Monday,44
Arr,18:45,Monday,49
Baird,18:45,Monday,24
Baldy,18:45,Monday,63
CFA,18:45,Monday,54
Capen,18:45,Monday,70
Cfa,18:45,Monday,85
Clemen,18:45,Monday,99
Cooke,18:45,Monday,88
Frnczk,18:45,Monday,11
Furnas,18:45,Monday,27
Hoch,18:45,Monday,22
Jacobs,18:45,Monday,218
Ketter,18:45,Monday,4
Knox,18:45,Monday,68
Norton,18:45,Monday,25
Nsc,18:45,Monday,293
Obrian,18:45,Monday,175
Park,18:45,Monday,34
Talbrt,18:45,Monday,41
Academ,18:45,Tuesday,13
Alfier,18:45,Tuesday,134
Alumni,18:45,Tuesday,20
Baird,18:45,Tuesday,26
Baldy,18:45,Tuesday,129
Bell,18:45,Tuesday,27
CFA,18:45,Tuesday,12
Capen,18:45,Tuesday,66
Cfa,18:45,Tuesday,30
Clemen,18:45,Tuesday,98
Cooke,18:45,Tuesday,117
Frnczk,18:45,Tuesday,66
Furnas,18:45,Tuesday,7
Hoch,18:45,Tuesday,35
Jacobs,18:45,Tuesday,138
Knox,18:45,Tuesday,127
Norton,18:45,Tuesday,165
Nsc,18:45,Tuesday,409
Obrian,18:45,Tuesday,196
Park,18:45,Tuesday,44
Slee,18:45,Tuesday,45
Talbrt,18:45,Tuesday,70
Wilkeson,18:45,Tuesday,19
Academ,18:45,Wednesday,23
Alfier,18:45,Wednesday,93
Alumni,18:45,Wednesday,32
Arr,18:45,Wednesday,50
Baird,18:45,Wednesday,66
Baldy,18:45,Wednesday,134
CFA,18:45,Wednesday,39
Capen,18:45,Wednesday,52
Cfa,18:45,Wednesday,18
Clemen,18:45,Wednesday,70
Cooke,18:45,Wednesday,88
Frnczk,18:45,Wednesday,21
Furnas,18:45,Wednesday,40
Hoch,18:45,Wednesday,24
Jacobs,18:45,Wednesday,163
Ketter,18:45,Wednesday,9
Knox,18:45,Wednesday,37
Norton,18:45,Wednesday,78
Nsc,18:45,Wednesday,247
Obrian,18:45,Wednesday,162
Park,18:45,Wednesday,15
Talbrt,18:45,Wednesday,35
Academ,19:00,Monday,108
Alfier,19:00,Monday,90
Alumni,19:00,Monday,44
Arr,19:00,Monday,49
Baird,19:00,Monday,24
Baldy,19:00,Monday,61
CFA,19:00,Monday,54
Capen,19:00,Monday,85
Cfa,19:00,Monday,85
Clemen,19:00,Monday,116
Cooke,19:00,Monday,68
Davis,19:00,Monday,47
Frnczk,19:00,Monday,44
Furnas,19:00,Monday,27
Hoch,19:00,Monday,22
Jacobs,19:00,Monday,218
Ketter,19:00,Monday,4
Knox,19:00,Monday,68
